,DateTime,RealPower,EV_Power,Timestamp
12985,2019-08-18 17:45:00,45.207,0.0,1566150300000000000
12984,2019-08-18 18:00:00,44.194,0.0,1566151200000000000
12983,2019-08-18 18:15:00,45.576,0.0,1566152100000000000
12982,2019-08-18 18:30:00,44.504,0.0,1566153000000000000
12981,2019-08-18 18:45:00,45.094,0.0,1566153900000000000
12980,2019-08-18 19:00:00,44.36,0.0,1566154800000000000
12979,2019-08-18 19:15:00,44.982,0.0,1566155700000000000
12978,2019-08-18 19:30:00,47.413,0.0,1566156600000000000
12977,2019-08-18 19:45:00,48.541,0.0,1566157500000000000
12976,2019-08-18 20:00:00,47.984,0.0,1566158400000000000
12975,2019-08-18 20:15:00,47.57,0.0,1566159300000000000
12974,2019-08-18 20:30:00,47.623,0.0,1566160200000000000
12973,2019-08-18 20:45:00,48.405,0.0,1566161100000000000
12972,2019-08-18 21:00:00,47.914,0.0,1566162000000000000
12971,2019-08-18 21:15:00,48.32,0.0,1566162900000000000
12970,2019-08-18 21:30:00,47.602,0.0,1566163800000000000
12969,2019-08-18 21:45:00,47.705,0.0,1566164700000000000
12968,2019-08-18 22:00:00,47.577,0.0,1566165600000000000
12967,2019-08-18 22:15:00,47.857,0.0,1566166500000000000
12966,2019-08-18 22:30:00,47.464,0.0,1566167400000000000
12965,2019-08-18 22:45:00,47.364,0.0,1566168300000000000
12964,2019-08-18 23:00:00,47.796,0.0,1566169200000000000
12963,2019-08-18 23:15:00,47.25,0.0,1566170100000000000
12962,2019-08-18 23:30:00,48.02,0.0,1566171000000000000
12961,2019-08-18 23:45:00,47.118,0.0,1566171900000000000
12960,2019-08-19 00:00:00,46.998,0.0,1566172800000000000
12959,2019-08-19 00:15:00,46.788,0.0,1566173700000000000
12958,2019-08-19 00:30:00,46.833,0.0,1566174600000000000
12957,2019-08-19 00:45:00,46.931,0.0,1566175500000000000
12956,2019-08-19 01:00:00,47.405,0.0,1566176400000000000
12955,2019-08-19 01:15:00,46.922,0.0,1566177300000000000
12954,2019-08-19 01:30:00,47.803,0.0,1566178200000000000
12953,2019-08-19 01:45:00,46.891,0.0,1566179100000000000
12952,2019-08-19 02:00:00,46.905,0.0,1566180000000000000
12951,2019-08-19 02:15:00,46.653,0.0,1566180900000000000
12950,2019-08-19 02:30:00,46.962,0.0,1566181800000000000
12949,2019-08-19 02:45:00,46.925,0.0,1566182700000000000
12948,2019-08-19 03:00:00,46.983,0.0,1566183600000000000
12947,2019-08-19 03:15:00,47.665,0.0,1566184500000000000
12946,2019-08-19 03:30:00,46.54,0.0,1566185400000000000
12945,2019-08-19 03:45:00,47.717,0.0,1566186300000000000
12944,2019-08-19 04:00:00,46.634,0.0,1566187200000000000
12943,2019-08-19 04:15:00,46.712,0.0,1566188100000000000
12942,2019-08-19 04:30:00,46.734,0.0,1566189000000000000
12941,2019-08-19 04:45:00,46.909,0.0,1566189900000000000
12940,2019-08-19 05:00:00,46.784,0.0,1566190800000000000
12939,2019-08-19 05:15:00,47.081,0.0,1566191700000000000
12938,2019-08-19 05:30:00,47.165,0.0,1566192600000000000
12937,2019-08-19 05:45:00,47.232,4.2,1566193500000000000
12936,2019-08-19 06:00:00,48.246,5.73,1566194400000000000
12935,2019-08-19 06:15:00,48.103,5.73,1566195300000000000
12934,2019-08-19 06:30:00,47.466,5.73,1566196200000000000
12933,2019-08-19 06:45:00,47.568,5.73,1566197100000000000
12932,2019-08-19 07:00:00,47.721,5.73,1566198000000000000
12931,2019-08-19 07:15:00,47.693,5.73,1566198900000000000
12930,2019-08-19 07:30:00,48.127,5.73,1566199800000000000
12929,2019-08-19 07:45:00,48.068,5.73,1566200700000000000
12928,2019-08-19 08:00:00,46.66,8.68,1566201600000000000
12927,2019-08-19 08:15:00,43.237,14.79,1566202500000000000
12926,2019-08-19 08:30:00,45.422,17.48,1566203400000000000
12925,2019-08-19 08:45:00,46.489,22.4,1566204300000000000
12924,2019-08-19 09:00:00,46.403,22.4,1566205200000000000
12923,2019-08-19 09:15:00,45.64,21.6,1566206100000000000
12922,2019-08-19 09:30:00,47.292,21.6,1566207000000000000
12921,2019-08-19 09:45:00,43.995,20.95,1566207900000000000
12920,2019-08-19 10:00:00,46.897,18.65,1566208800000000000
12919,2019-08-19 10:15:00,46.793,12.74,1566209700000000000
12918,2019-08-19 10:30:00,44.612,12.51,1566210600000000000
12917,2019-08-19 10:45:00,46.41,12.35,1566211500000000000
12916,2019-08-19 11:00:00,48.531,15.94,1566212400000000000
12915,2019-08-19 11:15:00,47.462,16.89,1566213300000000000
12914,2019-08-19 11:30:00,49.469,19.6,1566214200000000000
12913,2019-08-19 11:45:00,46.835,23.58,1566215100000000000
12912,2019-08-19 12:00:00,50.068,23.58,1566216000000000000
12911,2019-08-19 12:15:00,44.368,22.96,1566216900000000000
12910,2019-08-19 12:30:00,47.165,22.12,1566217800000000000
12909,2019-08-19 12:45:00,46.835,17.15,1566218700000000000
12908,2019-08-19 13:00:00,43.391,15.76,1566219600000000000
12907,2019-08-19 13:15:00,46.984,9.89,1566220500000000000
12906,2019-08-19 13:30:00,45.793,8.66,1566221400000000000
12905,2019-08-19 13:45:00,48.87,8.26,1566222300000000000
12904,2019-08-19 14:00:00,46.34,8.64,1566223200000000000
12903,2019-08-19 14:15:00,48.609,5.31,1566224100000000000
12902,2019-08-19 14:30:00,45.372,5.71,1566225000000000000
12901,2019-08-19 14:45:00,48.607,4.91,1566225900000000000
12900,2019-08-19 15:00:00,45.396,5.31,1566226800000000000
12899,2019-08-19 15:15:00,47.145,6.51,1566227700000000000
12898,2019-08-19 15:30:00,47.18,6.51,1566228600000000000
12897,2019-08-19 15:45:00,47.127,6.11,1566229500000000000
12896,2019-08-19 16:00:00,46.929,6.51,1566230400000000000
12895,2019-08-19 16:15:00,45.933,6.51,1566231300000000000
12894,2019-08-19 16:30:00,46.841,3.71,1566232200000000000
12893,2019-08-19 16:45:00,46.812,3.31,1566233100000000000
12892,2019-08-19 17:00:00,46.156,3.29,1566234000000000000
12891,2019-08-19 17:15:00,47.857,0.0,1566234900000000000
12890,2019-08-19 17:30:00,45.6,0.0,1566235800000000000
12889,2019-08-19 17:45:00,46.082,0.0,1566236700000000000
12888,2019-08-19 18:00:00,46.111,0.0,1566237600000000000
12887,2019-08-19 18:15:00,45.04,0.0,1566238500000000000
12886,2019-08-19 18:30:00,46.908,0.0,1566239400000000000
12885,2019-08-19 18:45:00,46.027,0.0,1566240300000000000
12884,2019-08-19 19:00:00,47.245,0.0,1566241200000000000
12883,2019-08-19 19:15:00,48.969,0.0,1566242100000000000
12882,2019-08-19 19:30:00,49.847,0.0,1566243000000000000
12881,2019-08-19 19:45:00,49.811,0.0,1566243900000000000
12880,2019-08-19 20:00:00,49.586,0.0,1566244800000000000
12879,2019-08-19 20:15:00,49.758,0.0,1566245700000000000
12878,2019-08-19 20:30:00,48.893,0.0,1566246600000000000
12877,2019-08-19 20:45:00,48.216,0.0,1566247500000000000
12876,2019-08-19 21:00:00,49.544,0.0,1566248400000000000
12875,2019-08-19 21:15:00,48.339,0.0,1566249300000000000
12874,2019-08-19 21:30:00,49.341,0.0,1566250200000000000
12873,2019-08-19 21:45:00,48.263,0.0,1566251100000000000
12872,2019-08-19 22:00:00,48.81,0.0,1566252000000000000
12871,2019-08-19 22:15:00,49.443,0.0,1566252900000000000
12870,2019-08-19 22:30:00,48.095,0.0,1566253800000000000
12869,2019-08-19 22:45:00,48.867,0.0,1566254700000000000
12868,2019-08-19 23:00:00,48.197,0.0,1566255600000000000
12867,2019-08-19 23:15:00,47.625,0.0,1566256500000000000
12866,2019-08-19 23:30:00,47.619,0.0,1566257400000000000
12865,2019-08-19 23:45:00,48.55,0.0,1566258300000000000
12864,2019-08-20 00:00:00,48.527,0.0,1566259200000000000
12863,2019-08-20 00:15:00,47.487,0.0,1566260100000000000
12862,2019-08-20 00:30:00,47.514,0.0,1566261000000000000
12861,2019-08-20 00:45:00,47.427,0.0,1566261900000000000
12860,2019-08-20 01:00:00,47.871,0.0,1566262800000000000
12859,2019-08-20 01:15:00,48.09,0.0,1566263700000000000
12858,2019-08-20 01:30:00,48.404,0.0,1566264600000000000
12857,2019-08-20 01:45:00,47.279,0.0,1566265500000000000
12856,2019-08-20 02:00:00,47.12,0.0,1566266400000000000
12855,2019-08-20 02:15:00,46.96,0.0,1566267300000000000
12854,2019-08-20 02:30:00,46.928,0.0,1566268200000000000
12853,2019-08-20 02:45:00,47.729,0.0,1566269100000000000
12852,2019-08-20 03:00:00,47.206,0.0,1566270000000000000
12851,2019-08-20 03:15:00,47.655,0.0,1566270900000000000
12850,2019-08-20 03:30:00,46.891,0.0,1566271800000000000
12849,2019-08-20 03:45:00,46.928,0.0,1566272700000000000
12848,2019-08-20 04:00:00,46.81,0.0,1566273600000000000
12847,2019-08-20 04:15:00,46.839,0.0,1566274500000000000
12846,2019-08-20 04:30:00,47.013,0.0,1566275400000000000
12845,2019-08-20 04:45:00,47.57,0.0,1566276300000000000
12844,2019-08-20 05:00:00,48.039,0.0,1566277200000000000
12843,2019-08-20 05:15:00,47.024,0.0,1566278100000000000
12842,2019-08-20 05:30:00,47.109,0.0,1566279000000000000
12841,2019-08-20 05:45:00,47.363,0.0,1566279900000000000
12840,2019-08-20 06:00:00,47.388,0.0,1566280800000000000
12839,2019-08-20 06:15:00,47.173,0.0,1566281700000000000
12838,2019-08-20 06:30:00,47.724,0.0,1566282600000000000
12837,2019-08-20 06:45:00,48.236,0.0,1566283500000000000
12836,2019-08-20 07:00:00,48.486,0.0,1566284400000000000
12835,2019-08-20 07:15:00,47.689,0.0,1566285300000000000
12834,2019-08-20 07:30:00,47.51,0.0,1566286200000000000
12833,2019-08-20 07:45:00,48.395,0.0,1566287100000000000
12832,2019-08-20 08:00:00,49.001,1.37,1566288000000000000
12831,2019-08-20 08:15:00,45.566,8.81,1566288900000000000
12830,2019-08-20 08:30:00,45.81,20.48,1566289800000000000
12829,2019-08-20 08:45:00,46.171,23.92,1566290700000000000
12828,2019-08-20 09:00:00,46.528,26.38,1566291600000000000
12827,2019-08-20 09:15:00,46.603,23.58,1566292500000000000
12826,2019-08-20 09:30:00,46.726,23.58,1566293400000000000
12825,2019-08-20 09:45:00,45.926,25.93,1566294300000000000
12824,2019-08-20 10:00:00,46.766,25.75,1566295200000000000
12823,2019-08-20 10:15:00,47.707,27.91,1566296100000000000
12822,2019-08-20 10:30:00,48.482,29.92,1566297000000000000
12821,2019-08-20 10:45:00,47.613,30.32,1566297900000000000
12820,2019-08-20 11:00:00,48.154,25.41,1566298800000000000
12819,2019-08-20 11:15:00,49.162,19.88,1566299700000000000
12818,2019-08-20 11:30:00,46.781,12.62,1566300600000000000
12817,2019-08-20 11:45:00,48.705,14.62,1566301500000000000
12816,2019-08-20 12:00:00,50.227,17.82,1566302400000000000
12815,2019-08-20 12:15:00,46.212,21.98,1566303300000000000
12814,2019-08-20 12:30:00,49.935,19.64,1566304200000000000
12813,2019-08-20 12:45:00,47.536,17.04,1566305100000000000
12812,2019-08-20 13:00:00,48.17,22.3,1566306000000000000
12811,2019-08-20 13:15:00,48.984,22.7,1566306900000000000
12810,2019-08-20 13:30:00,47.254,21.5,1566307800000000000
12809,2019-08-20 13:45:00,47.901,19.1,1566308700000000000
12808,2019-08-20 14:00:00,44.731,18.49,1566309600000000000
12807,2019-08-20 14:15:00,47.237,14.57,1566310500000000000
12806,2019-08-20 14:30:00,45.8,11.43,1566311400000000000
12805,2019-08-20 14:45:00,47.121,7.7,1566312300000000000
12804,2019-08-20 15:00:00,46.016,9.25,1566313200000000000
12803,2019-08-20 15:15:00,47.71,12.05,1566314100000000000
12802,2019-08-20 15:30:00,46.422,12.05,1566315000000000000
12801,2019-08-20 15:45:00,47.357,12.05,1566315900000000000
12800,2019-08-20 16:00:00,46.563,12.05,1566316800000000000
12799,2019-08-20 16:15:00,47.383,12.05,1566317700000000000
12798,2019-08-20 16:30:00,46.957,11.24,1566318600000000000
12797,2019-08-20 16:45:00,47.46,6.06,1566319500000000000
12796,2019-08-20 17:00:00,47.753,6.06,1566320400000000000
12795,2019-08-20 17:15:00,47.022,6.06,1566321300000000000
12794,2019-08-20 17:30:00,47.473,6.06,1566322200000000000
12793,2019-08-20 17:45:00,46.253,7.7,1566323100000000000
12792,2019-08-20 18:00:00,47.685,6.56,1566324000000000000
12791,2019-08-20 18:15:00,46.902,6.17,1566324900000000000
12790,2019-08-20 18:30:00,45.705,6.17,1566325800000000000
12789,2019-08-20 18:45:00,46.627,6.17,1566326700000000000
12788,2019-08-20 19:00:00,48.71,3.73,1566327600000000000
12787,2019-08-20 19:15:00,49.062,0.0,1566328500000000000
12786,2019-08-20 19:30:00,49.405,0.0,1566329400000000000
12785,2019-08-20 19:45:00,48.722,0.0,1566330300000000000
12784,2019-08-20 20:00:00,47.897,0.0,1566331200000000000
12783,2019-08-20 20:15:00,49.901,0.0,1566332100000000000
12782,2019-08-20 20:30:00,49.354,0.0,1566333000000000000
12781,2019-08-20 20:45:00,48.68,0.0,1566333900000000000
12780,2019-08-20 21:00:00,49.075,0.0,1566334800000000000
12779,2019-08-20 21:15:00,48.737,0.0,1566335700000000000
12778,2019-08-20 21:30:00,48.877,0.0,1566336600000000000
12777,2019-08-20 21:45:00,47.631,0.0,1566337500000000000
12776,2019-08-20 22:00:00,48.914,0.0,1566338400000000000
12775,2019-08-20 22:15:00,47.55,0.0,1566339300000000000
12774,2019-08-20 22:30:00,47.173,0.0,1566340200000000000
12773,2019-08-20 22:45:00,47.952,0.0,1566341100000000000
12772,2019-08-20 23:00:00,47.913,0.0,1566342000000000000
12771,2019-08-20 23:15:00,47.046,0.0,1566342900000000000
12770,2019-08-20 23:30:00,46.934,0.0,1566343800000000000
12769,2019-08-20 23:45:00,47.049,0.0,1566344700000000000
12768,2019-08-21 00:00:00,47.584,0.0,1566345600000000000
12767,2019-08-21 00:15:00,46.615,0.0,1566346500000000000
12766,2019-08-21 00:30:00,47.733,0.0,1566347400000000000
12765,2019-08-21 00:45:00,46.849,0.0,1566348300000000000
12764,2019-08-21 01:00:00,46.883,0.0,1566349200000000000
12763,2019-08-21 01:15:00,46.616,0.0,1566350100000000000
12762,2019-08-21 01:30:00,47.698,0.0,1566351000000000000
12761,2019-08-21 01:45:00,47.249,0.0,1566351900000000000
12760,2019-08-21 02:00:00,47.261,0.0,1566352800000000000
12759,2019-08-21 02:15:00,46.511,0.0,1566353700000000000
12758,2019-08-21 02:30:00,46.594,0.0,1566354600000000000
12757,2019-08-21 02:45:00,46.854,0.0,1566355500000000000
12756,2019-08-21 03:00:00,46.712,0.0,1566356400000000000
12755,2019-08-21 03:15:00,47.443,0.0,1566357300000000000
12754,2019-08-21 03:30:00,46.659,0.0,1566358200000000000
12753,2019-08-21 03:45:00,47.373,0.0,1566359100000000000
12752,2019-08-21 04:00:00,46.673,0.0,1566360000000000000
12751,2019-08-21 04:15:00,46.631,0.0,1566360900000000000
12750,2019-08-21 04:30:00,46.594,0.0,1566361800000000000
12749,2019-08-21 04:45:00,46.724,0.0,1566362700000000000
12748,2019-08-21 05:00:00,47.773,0.0,1566363600000000000
12747,2019-08-21 05:15:00,46.867,0.0,1566364500000000000
12746,2019-08-21 05:30:00,47.994,0.0,1566365400000000000
12745,2019-08-21 05:45:00,47.475,0.0,1566366300000000000
12744,2019-08-21 06:00:00,47.173,0.0,1566367200000000000
12743,2019-08-21 06:15:00,47.391,0.0,1566368100000000000
12742,2019-08-21 06:30:00,47.653,0.0,1566369000000000000
12741,2019-08-21 06:45:00,47.587,0.0,1566369900000000000
12740,2019-08-21 07:00:00,47.591,0.0,1566370800000000000
12739,2019-08-21 07:15:00,47.721,0.0,1566371700000000000
12738,2019-08-21 07:30:00,47.661,0.0,1566372600000000000
12737,2019-08-21 07:45:00,44.989,0.21,1566373500000000000
12736,2019-08-21 08:00:00,43.844,4.17,1566374400000000000
12735,2019-08-21 08:15:00,45.404,6.1,1566375300000000000
12734,2019-08-21 08:30:00,46.948,16.76,1566376200000000000
12733,2019-08-21 08:45:00,48.152,28.94,1566377100000000000
12732,2019-08-21 09:00:00,47.392,32.51,1566378000000000000
12731,2019-08-21 09:15:00,47.295,32.09,1566378900000000000
12730,2019-08-21 09:30:00,48.655,36.75,1566379800000000000
12729,2019-08-21 09:45:00,47.435,40.9,1566380700000000000
12728,2019-08-21 10:00:00,46.49,43.25,1566381600000000000
12727,2019-08-21 10:15:00,46.255,40.94,1566382500000000000
12726,2019-08-21 10:30:00,49.289,35.18,1566383400000000000
12725,2019-08-21 10:45:00,47.804,38.34,1566384300000000000
12724,2019-08-21 11:00:00,51.41,40.31,1566385200000000000
12723,2019-08-21 11:15:00,52.53,37.3,1566386100000000000
12722,2019-08-21 11:30:00,49.549,33.75,1566387000000000000
12721,2019-08-21 11:45:00,50.933,27.91,1566387900000000000
12720,2019-08-21 12:00:00,47.001,27.91,1566388800000000000
12719,2019-08-21 12:15:00,45.565,25.87,1566389700000000000
12718,2019-08-21 12:30:00,49.208,19.72,1566390600000000000
12717,2019-08-21 12:45:00,45.87,19.4,1566391500000000000
12716,2019-08-21 13:00:00,45.485,14.27,1566392400000000000
12715,2019-08-21 13:15:00,47.883,9.28,1566393300000000000
12714,2019-08-21 13:30:00,45.549,9.28,1566394200000000000
12713,2019-08-21 13:45:00,49.372,9.28,1566395100000000000
12712,2019-08-21 14:00:00,48.139,8.54,1566396000000000000
12711,2019-08-21 14:15:00,47.573,5.94,1566396900000000000
12710,2019-08-21 14:30:00,47.963,5.94,1566397800000000000
12709,2019-08-21 14:45:00,46.851,5.94,1566398700000000000
12708,2019-08-21 15:00:00,47.932,5.94,1566399600000000000
12707,2019-08-21 15:15:00,47.739,5.94,1566400500000000000
12706,2019-08-21 15:30:00,47.72,5.94,1566401400000000000
12705,2019-08-21 15:45:00,46.952,5.94,1566402300000000000
12704,2019-08-21 16:00:00,46.567,5.94,1566403200000000000
12703,2019-08-21 16:15:00,45.477,3.87,1566404100000000000
12702,2019-08-21 16:30:00,46.916,2.99,1566405000000000000
12701,2019-08-21 16:45:00,47.517,2.99,1566405900000000000
12700,2019-08-21 17:00:00,47.277,2.99,1566406800000000000
12699,2019-08-21 17:15:00,46.827,2.99,1566407700000000000
12698,2019-08-21 17:30:00,45.672,2.28,1566408600000000000
12697,2019-08-21 17:45:00,46.489,1.84,1566409500000000000
12696,2019-08-21 18:00:00,46.548,0.16,1566410400000000000
12695,2019-08-21 18:15:00,46.254,0.0,1566411300000000000
12694,2019-08-21 18:30:00,46.669,0.0,1566412200000000000
12693,2019-08-21 18:45:00,45.986,0.0,1566413100000000000
12692,2019-08-21 19:00:00,46.23,0.0,1566414000000000000
12691,2019-08-21 19:15:00,46.072,0.0,1566414900000000000
12690,2019-08-21 19:30:00,49.383,0.0,1566415800000000000
12689,2019-08-21 19:45:00,50.265,0.0,1566416700000000000
12688,2019-08-21 20:00:00,50.958,0.0,1566417600000000000
12687,2019-08-21 20:15:00,49.116,0.0,1566418500000000000
12686,2019-08-21 20:30:00,50.114,0.0,1566419400000000000
12685,2019-08-21 20:45:00,49.974,0.0,1566420300000000000
12684,2019-08-21 21:00:00,49.254,0.0,1566421200000000000
12683,2019-08-21 21:15:00,49.762,0.0,1566422100000000000
12682,2019-08-21 21:30:00,48.558,0.0,1566423000000000000
12681,2019-08-21 21:45:00,49.48,0.0,1566423900000000000
12680,2019-08-21 22:00:00,49.556,0.0,1566424800000000000
12679,2019-08-21 22:15:00,49.244,0.0,1566425700000000000
12678,2019-08-21 22:30:00,49.515,0.0,1566426600000000000
12677,2019-08-21 22:45:00,48.129,0.0,1566427500000000000
12676,2019-08-21 23:00:00,48.712,0.0,1566428400000000000
12675,2019-08-21 23:15:00,47.448,0.0,1566429300000000000
12674,2019-08-21 23:30:00,48.21,0.0,1566430200000000000
12673,2019-08-21 23:45:00,47.56,0.0,1566431100000000000
12672,2019-08-22 00:00:00,48.224,0.0,1566432000000000000
12671,2019-08-22 00:15:00,47.301,0.0,1566432900000000000
12670,2019-08-22 00:30:00,48.016,0.0,1566433800000000000
12669,2019-08-22 00:45:00,48.001,0.0,1566434700000000000
12668,2019-08-22 01:00:00,48.65,0.0,1566435600000000000
12667,2019-08-22 01:15:00,47.63,0.0,1566436500000000000
12666,2019-08-22 01:30:00,47.45,0.0,1566437400000000000
12665,2019-08-22 01:45:00,47.892,0.0,1566438300000000000
12664,2019-08-22 02:00:00,47.88,0.0,1566439200000000000
12663,2019-08-22 02:15:00,48.286,0.0,1566440100000000000
12662,2019-08-22 02:30:00,47.893,0.0,1566441000000000000
12661,2019-08-22 02:45:00,47.28,0.0,1566441900000000000
12660,2019-08-22 03:00:00,47.689,0.0,1566442800000000000
12659,2019-08-22 03:15:00,48.606,0.0,1566443700000000000
12658,2019-08-22 03:30:00,47.931,0.0,1566444600000000000
12657,2019-08-22 03:45:00,48.076,0.0,1566445500000000000
12656,2019-08-22 04:00:00,47.296,0.0,1566446400000000000
12655,2019-08-22 04:15:00,47.459,0.0,1566447300000000000
12654,2019-08-22 04:30:00,47.371,0.0,1566448200000000000
12653,2019-08-22 04:45:00,48.226,0.0,1566449100000000000
12652,2019-08-22 05:00:00,47.702,0.0,1566450000000000000
12651,2019-08-22 05:15:00,48.704,0.0,1566450900000000000
12650,2019-08-22 05:30:00,47.819,0.0,1566451800000000000
12649,2019-08-22 05:45:00,47.775,0.0,1566452700000000000
12648,2019-08-22 06:00:00,48.343,0.0,1566453600000000000
12647,2019-08-22 06:15:00,48.408,0.0,1566454500000000000
12646,2019-08-22 06:30:00,48.165,0.0,1566455400000000000
12645,2019-08-22 06:45:00,48.136,0.0,1566456300000000000
12644,2019-08-22 07:00:00,49.057,0.0,1566457200000000000
12643,2019-08-22 07:15:00,49.243,0.0,1566458100000000000
12642,2019-08-22 07:30:00,48.891,0.4,1566459000000000000
12641,2019-08-22 07:45:00,49.263,7.59,1566459900000000000
12640,2019-08-22 08:00:00,49.891,9.57,1566460800000000000
12639,2019-08-22 08:15:00,49.209,10.34,1566461700000000000
12638,2019-08-22 08:30:00,49.897,14.3,1566462600000000000
12637,2019-08-22 08:45:00,47.797,17.49,1566463500000000000
12636,2019-08-22 09:00:00,45.59,18.29,1566464400000000000
12635,2019-08-22 09:15:00,47.405,21.07,1566465300000000000
12634,2019-08-22 09:30:00,46.291,21.9,1566466200000000000
12633,2019-08-22 09:45:00,47.501,24.97,1566467100000000000
12632,2019-08-22 10:00:00,48.575,27.04,1566468000000000000
12631,2019-08-22 10:15:00,49.193,22.55,1566468900000000000
12630,2019-08-22 10:30:00,48.92,21.78,1566469800000000000
12629,2019-08-22 10:45:00,47.55,22.58,1566470700000000000
12628,2019-08-22 11:00:00,46.69,27.4,1566471600000000000
12627,2019-08-22 11:15:00,44.395,23.84,1566472500000000000
12626,2019-08-22 11:30:00,44.496,21.98,1566473400000000000
12625,2019-08-22 11:45:00,46.165,17.62,1566474300000000000
12624,2019-08-22 12:00:00,48.632,16.98,1566475200000000000
12623,2019-08-22 12:15:00,46.253,18.87,1566476100000000000
12622,2019-08-22 12:30:00,48.782,19.16,1566477000000000000
12621,2019-08-22 12:45:00,46.483,17.97,1566477900000000000
12620,2019-08-22 13:00:00,48.981,15.64,1566478800000000000
12619,2019-08-22 13:15:00,46.212,17.02,1566479700000000000
12618,2019-08-22 13:30:00,49.119,16.33,1566480600000000000
12617,2019-08-22 13:45:00,48.521,14.14,1566481500000000000
12616,2019-08-22 14:00:00,49.399,17.34,1566482400000000000
12615,2019-08-22 14:15:00,45.689,13.94,1566483300000000000
12614,2019-08-22 14:30:00,47.613,5.71,1566484200000000000
12613,2019-08-22 14:45:00,44.495,4.34,1566485100000000000
12612,2019-08-22 15:00:00,43.874,2.86,1566486000000000000
12611,2019-08-22 15:15:00,44.787,8.46,1566486900000000000
12610,2019-08-22 15:30:00,45.591,6.26,1566487800000000000
12609,2019-08-22 15:45:00,47.36,2.37,1566488700000000000
12608,2019-08-22 16:00:00,47.581,2.2,1566489600000000000
12607,2019-08-22 16:15:00,46.505,0.54,1566490500000000000
12606,2019-08-22 16:30:00,46.233,0.0,1566491400000000000
12605,2019-08-22 16:45:00,47.757,0.0,1566492300000000000
12604,2019-08-22 17:00:00,47.522,0.0,1566493200000000000
12603,2019-08-22 17:15:00,45.518,0.0,1566494100000000000
12602,2019-08-22 17:30:00,46.392,0.0,1566495000000000000
12601,2019-08-22 17:45:00,46.569,0.0,1566495900000000000
12600,2019-08-22 18:00:00,45.688,0.0,1566496800000000000
12599,2019-08-22 18:15:00,46.123,0.0,1566497700000000000
12598,2019-08-22 18:30:00,46.58,0.0,1566498600000000000
12597,2019-08-22 18:45:00,47.532,0.0,1566499500000000000
12596,2019-08-22 19:00:00,46.991,0.0,1566500400000000000
12595,2019-08-22 19:15:00,46.719,0.0,1566501300000000000
12594,2019-08-22 19:30:00,49.333,0.0,1566502200000000000
12593,2019-08-22 19:45:00,50.174,0.0,1566503100000000000
12592,2019-08-22 20:00:00,49.319,0.0,1566504000000000000
12591,2019-08-22 20:15:00,49.947,0.0,1566504900000000000
12590,2019-08-22 20:30:00,48.408,0.0,1566505800000000000
12589,2019-08-22 20:45:00,47.89,0.0,1566506700000000000
12588,2019-08-22 21:00:00,48.106,0.0,1566507600000000000
12587,2019-08-22 21:15:00,48.496,0.0,1566508500000000000
12586,2019-08-22 21:30:00,47.972,0.0,1566509400000000000
12585,2019-08-22 21:45:00,47.827,0.0,1566510300000000000
12584,2019-08-22 22:00:00,48.109,0.0,1566511200000000000
12583,2019-08-22 22:15:00,47.707,0.0,1566512100000000000
12582,2019-08-22 22:30:00,47.677,0.0,1566513000000000000
12581,2019-08-22 22:45:00,47.521,0.0,1566513900000000000
12580,2019-08-22 23:00:00,48.277,0.0,1566514800000000000
12579,2019-08-22 23:15:00,47.731,0.0,1566515700000000000
12578,2019-08-22 23:30:00,47.714,0.0,1566516600000000000
12577,2019-08-22 23:45:00,47.226,0.0,1566517500000000000
12576,2019-08-23 00:00:00,47.149,0.0,1566518400000000000
12575,2019-08-23 00:15:00,47.348,0.0,1566519300000000000
12574,2019-08-23 00:30:00,47.19,0.0,1566520200000000000
12573,2019-08-23 00:45:00,47.16,0.0,1566521100000000000
12572,2019-08-23 01:00:00,47.11,0.0,1566522000000000000
12571,2019-08-23 01:15:00,47.278,0.0,1566522900000000000
12570,2019-08-23 01:30:00,47.246,0.0,1566523800000000000
12569,2019-08-23 01:45:00,47.106,0.0,1566524700000000000
12568,2019-08-23 02:00:00,47.044,0.0,1566525600000000000
12567,2019-08-23 02:15:00,47.35,0.0,1566526500000000000
12566,2019-08-23 02:30:00,47.243,0.0,1566527400000000000
12565,2019-08-23 02:45:00,47.688,0.0,1566528300000000000
12564,2019-08-23 03:00:00,46.872,0.0,1566529200000000000
12563,2019-08-23 03:15:00,46.853,0.0,1566530100000000000
12562,2019-08-23 03:30:00,46.881,0.0,1566531000000000000
12561,2019-08-23 03:45:00,47.18,0.0,1566531900000000000
12560,2019-08-23 04:00:00,46.903,0.0,1566532800000000000
12559,2019-08-23 04:15:00,46.903,0.0,1566533700000000000
12558,2019-08-23 04:30:00,46.792,0.0,1566534600000000000
12557,2019-08-23 04:45:00,46.843,0.0,1566535500000000000
12556,2019-08-23 05:00:00,46.812,0.0,1566536400000000000
12555,2019-08-23 05:15:00,47.261,0.0,1566537300000000000
12554,2019-08-23 05:30:00,47.258,0.0,1566538200000000000
12553,2019-08-23 05:45:00,47.383,0.0,1566539100000000000
12552,2019-08-23 06:00:00,47.345,0.0,1566540000000000000
12551,2019-08-23 06:15:00,47.662,0.0,1566540900000000000
12550,2019-08-23 06:30:00,47.392,0.0,1566541800000000000
